id,revenue
3001,13646815.007607736
3002,1102821.2093107381
3003,5303473.569326119
3004,1624697.8169593234
3005,609191.1478836332
3006,2042218.9018087974
3007,4663753.2148258565
3008,49029568.432637185
3009,26502228.822084017
3010,363792894.1752319
3011,267310.71120242216
3012,198181.88046688144
3013,31170811.318150382
3014,302549.4903321733
3015,32165838.443915132
3016,53500.27477546013
3017,141550231.5174799
3018,129330894.89394109
3019,20957125.362942964
3020,556144263.0950521
3021,39845330.17235957
3022,68053258.15831636
3023,254926.89065425406
3024,17216550.0119366
3025,351608.11442249623
3026,77766565.79297811
3027,4641035.593088745
3028,54078812.456157684
3029,716399.3846781056
3030,25099753.24565599
3031,2983130.094162803
3032,5747601.320309039
3033,12142.817395436852
3034,143886.24332484812
3035,306567.076135191
3036,4839626.921331033
3037,86831700.20213638
3038,12623456.265491927
3039,13068374.105291065
3040,535073.0156633478
3041,12590568.019811288
3042,1518879.5235278208
3043,10579648.135356214
3044,2439660.3038343373
3045,767958892.505943
3046,136205.71418208015
3047,2172974.1541162813
3048,15302910.857899547
3049,20250417.214295313
3050,60068271.62634506
3051,10664.99853364824
3052,11890646.617508322
3053,32457.9511227388
3054,521237.18187229
3055,70174063.43382424
3056,53728.75323059145
3057,57820866.20957443
3058,245107082.53405422
3059,114455.7266944509
3060,81353857.25358237
3061,56289819.67914023
3062,3460850.131571703
3063,18474854.483838566
3064,52618676.785118535
3065,44712236.90745178
3066,134648644.5735024
3067,685656.5100884085
3068,85700616.98806183
3069,156341741.2242286
3070,1642180.041003867
3071,3349241.6798832472
3072,485426245.1925567
3073,1407269.281863985
3074,247398.30173994903
3075,23784581.114035137
3076,246336367.49284986
3077,3902286.606945794
3078,159909472.4979977
3079,54048206.758345574
3080,194380268.8910761
3081,12265838.905407477
3082,9687126.07770582
3083,4934599.527173573
3084,3954.048100409896
3085,28916960.64659916
3086,93152084.14293268
3087,87277.00364848971
3088,345329.9998071268
3089,13984.40667087369
3090,47934817.36523025
3091,27995745.443934914
3092,2749881.7240694677
3093,139706679.85828394
3094,75897199.85798311
3095,53952097.76465945
3096,2404303.9254157012
3097,925012731.5389888
3098,22530797.253490567
