id,revenue
3001,13502913.455396937
3002,1291856.8403282356
3003,4205987.881862322
3004,1124882.2849088258
3005,836832.6024021973
3006,3004726.158554783
3007,1820033.6852233657
3008,33749261.85421475
3009,30528716.549808335
3010,287261230.8070001
3011,155504.1541950091
3012,73852.3328193207
3013,34182843.905006014
3014,301605.500423284
3015,42119321.331203125
3016,55441.865709616206
3017,135987975.41767862
3018,141209357.29206955
3019,11621205.300276829
3020,344846350.5521545
3021,33825140.23221084
3022,62551492.689316146
3023,212876.02851800201
3024,16706139.556277998
3025,434647.79419754323
3026,70431716.85121796
3027,5091976.980956661
3028,43438932.01023653
3029,205781.65076729155
3030,34647451.714320116
3031,3837602.2365758973
3032,4945912.559672679
3033,226.49654933432618
3034,112280.84995509843
3035,529718.4957723324
3036,3924312.974640231
3037,71686800.66862132
3038,9028392.09328727
3039,3246957.2327179997
3040,523365.9148283695
3041,11957839.643610302
3042,1926296.3396863427
3043,9757823.011854256
3044,2015686.0884367402
3045,784642497.4989076
3046,210833.6950486933
3047,5745526.179191294
3048,15924370.190136068
3049,18607619.787245642
3050,59362095.22748784
3051,132.08199435520694
3052,14493058.986315917
3053,49467.70125638886
3054,383996.1811043483
3055,64941961.10370424
3056,71157.71428279552
3057,83484155.4785064
3058,248749940.39675742
3059,226773.70512760757
3060,96955113.36523792
3061,57607652.46976094
3062,3009917.4246069505
3063,21897781.38907448
3064,104344470.83100848
3065,41210758.58827197
3066,109999049.68654785
3067,616114.1981322373
3068,78157214.9829408
3069,146545302.4137693
3070,1142261.7563482719
3071,2178198.358839622
3072,381174249.48021525
3073,1685173.7556974166
3074,296428.8801153846
3075,22325757.959593486
3076,226817799.18517375
3077,4619605.010872599
3078,113296664.97115086
3079,44061108.756138824
3080,128996865.21347962
3081,9610681.846832933
3082,9894708.183000926
3083,4552804.079611679
3084,89.1438987843643
3085,12625959.74905812
3086,68077874.62746169
3087,119457.60270725546
3088,249766.5456664172
3089,30388.466159722135
3090,33264402.184096918
3091,26842034.529555384
3092,4567294.977289453
3093,131929594.15465131
3094,82344677.68976091
3095,49183896.33488508
3096,2460710.5757002784
3097,815401311.3597671
3098,22664983.948842276
3099,67598238.04781672
3100,1930230.6100443178
3101,11698901.656586057
3102,352159.26162209106
3103,1631309.83959457
3104,1018735.9098236295
3105,88258214.59927194
3106,61613588.237223536
3107,39088549.42404328
3108,6703198.62593759
3109,9229488.32393704
3110,273823969.8303851
3111,2789409.673631348
3112,207068.60425619426
3113,6072425.462611653
3114,16021383.276317036
3115,18780708.152749795
3116,6393315.277256093
3117,39079.89187241396
3118,490159.1208647295
3119,142783532.43700534
3120,20747437.076693792
3121,513585.73157092975
3122,4883632.629941855
3123,3889781.744401322
3124,493891.61875326186
3125,153.789645337738
3126,39919603.49232416
3127,10481122.976149231
3128,33378784.65027559
3129,293836297.38264984
3130,10393286.119009878
3131,861333.4104598631
3132,8660137.061777094
3133,317102.9577082629
3134,12468825.874847014
3135,1745084.9605920578
3136,4050037.0450381846
3137,113488924.8831607
3138,1310843.9297150339
3139,36436922.946008556
3140,78583729.43241876
3141,13906888.284221772
3142,400.91189883046604
3143,124091182.4578054
3144,7868046.941776712
3145,4568773.688972169
3146,510085.41410717036
3147,24383537.825185634
3148,690278.3659923904
3149,67488923.21194343
3150,100210026.37891982
3151,2545603.238522192
3152,6036923.010896878
3153,1193393.1833216082
3154,5365512.159636393
3155,15313654.04423645
3156,3363832.454217546
3157,16949415.01551868
3158,173482431.74075842
3159,4158821.0579465753
3160,9342266.273878463
3161,305634.9148594905
3162,884235.5894963671
3163,95222114.68741736
3164,1144304.0608838561
3165,88118.22510350755
3166,784707.0855221503
3167,76510594.58037135
3168,176570.5473405564
3169,18088001.23727301
3170,5541630.556197411
3171,19703798.151725926
3172,16196071.216081113
3173,533215.5025393893
3174,127245.89420864866
3175,4922449.268751724
3176,12259665.642543089
3177,123232054.4936822
3178,999740.1853120787
3179,4140169.172249202
3180,2419372.1342781032
3181,261864.32791547143
3182,189960498.75670215
3183,28022029.916386493
3184,42500852.61314526
3185,66865836.70732616
3186,98088310.1788361
3187,1902612.9475446646
3188,9006486.73471839
3189,43215254.77963694
3190,17221420.555919275
3191,5597364.693715867
3192,1769165.2682251844
3193,231657297.76101422
3194,22981443.06303372
3195,177726.38803543212
3196,1238747.6857845774
3197,2562076.4364998788
3198,210422738.13489634
3199,225274191.89801306
3200,12547158.922191363
3201,18621.13956893158
3202,5498248.659041701
3203,692294.1914030134
