id,revenue
3001,11419393.74789608
3002,1220931.6169717992
3003,5741549.610072438
3004,973085.0755577474
3005,554358.8268023436
3006,1515816.0180773186
3007,8888068.177495152
3008,52344075.34865575
3009,31875861.31124672
3010,316711727.708323
3011,233335.35646389564
3012,167327.5185832972
3013,39764780.3352875
3014,592632.3633513211
3015,36093384.42784558
3016,30903.10269391977
3017,138249039.28993973
3018,118743103.38641478
3019,37599101.2730191
3020,787680087.8903244
3021,36549690.93887698
3022,86121813.55856808
3023,246425.79923994388
3024,11823786.938753434
3025,405089.05073180585
3026,85018725.17092007
3027,3809455.312013001
3028,75693064.23101561
3029,1137273.6557031474
3030,19194241.095898375
3031,1768996.3923636691
3032,8224615.474597757
3033,1420.3165330285294
3034,263361.0835675076
3035,135889.24353534845
3036,4229727.191659307
3037,69639486.86806002
3038,15574578.424211465
3039,14984028.574418616
3040,484985.3837880311
3041,18855651.63105391
3042,1922894.1052386467
3043,10050525.128770515
3044,3205081.6624658834
3045,681913224.3571628
3046,35225.79986999849
3047,1249809.5638790599
3048,15657086.299772564
3049,28735946.17003164
3050,65121453.038086854
3051,2864.7065023907776
3052,14315014.183915729
3053,22965.415241959086
3054,722594.703719021
3055,68837874.35473366
3056,35015.26261427046
3057,55090879.18144191
3058,249845698.4668446
3059,59283.91939763224
3060,79971020.58458757
3061,52654277.80691581
3062,2628038.380116854
3063,20646500.321530227
3064,67496318.15801689
3065,48783322.3127312
3066,132938586.26314498
3067,674192.4933235433
3068,93894787.25073828
3069,106525942.43014492
3070,1943301.912113606
3071,3341947.9746180186
3072,473338918.8175729
3073,2014356.3342777852
3074,222734.88052513442
3075,26287200.017576996
3076,243721843.1564992
3077,2854949.472634244
3078,128454285.5481164
3079,61799621.381852016
3080,156880039.0798523
3081,10902395.990208345
3082,12394011.350397184
3083,3862002.9974054056
3084,556.0104630855662
3085,43565316.99059442
3086,105145440.71276249
3087,36812.731789456026
3088,363558.3150970199
3089,3931.3101531390025
3090,53353587.68436585
3091,21390488.665796835
3092,3710312.3676588708
3093,102011136.92878458
3094,68401648.15094037
3095,54026006.173254654
3096,1781700.4532868941
3097,1013308035.3575975
3098,19703327.531989325
3099,57709121.62472971
3100,2544870.169965757
3101,18495643.452396862
3102,841628.3411484234
3103,3624991.2034145785
3104,427480.6876121505
3105,109073909.74820267
3106,48321544.75113261
3107,36938537.02342071
3108,10794257.942770759
3109,14779384.81917923
3110,306788964.16831565
3111,2286633.309921021
3112,542742.247526714
3113,3751887.7892754865
3114,20009563.169993855
3115,18640691.43630228
3116,11829460.375888009
3117,49471.214453512504
3118,578372.8821111704
3119,138882829.71304226
3120,80601932.04794091
3121,92897.2691351786
3122,3391985.9935979843
3123,5671996.046299875
3124,554675.4484568525
3125,4217.953337417374
3126,42751788.87105497
3127,24436658.071690872
3128,35710854.56566199
3129,253224660.8945563
3130,13959401.742152512
3131,1214901.0833026087
3132,8915154.608724248
3133,833597.0501605629
3134,18615362.33297604
3135,1021874.5425750214
3136,4972438.317478383
3137,120019856.81456074
3138,1148304.9098574896
3139,22864627.701664343
3140,62687898.533801906
3141,16468461.469242072
3142,10177.173144343284
3143,127861926.33806588
3144,9272047.733714454
3145,4921191.82106124
3146,950613.2807892179
3147,25212325.696802843
3148,621995.3452930638
3149,44730292.735906154
3150,95929322.14577499
3151,3271060.5875690077
3152,7031997.673999158
3153,1026105.8706059449
3154,3077607.69405825
3155,19378501.15380533
3156,4845057.446537879
3157,19820574.747146886
3158,145050122.0422631
3159,4898948.450976398
3160,26437657.634126443
3161,812082.6737604635
3162,521694.2921042713
3163,92877407.70057772
3164,1534624.8664743355
3165,83721.19718699974
3166,3030823.6558811795
3167,87035626.6570132
3168,565243.9040910836
3169,16653608.07842993
3170,10186690.2828429
3171,12933030.444159392
3172,16021254.681380946
3173,1634254.5301259682
3174,189208.65293240448
3175,2561830.981902087
3176,17797155.73448354
3177,103907920.82445484
3178,461847.3900370625
3179,7688550.798098108
3180,2923487.385082595
3181,188941.69999233502
3182,257392659.9266622
3183,22913432.388584588
3184,62085259.91069592
3185,72702764.74692932
3186,52573968.96522673
3187,1070708.4157528835
3188,13972553.062521147
3189,56658481.115350634
3190,20164584.430713184
3191,4744347.690121861
3192,542031.4778314847
3193,446213854.65484047
3194,34599641.74597176
3195,78327.15619308225
3196,1263190.8635827363
3197,12746030.96741299
3198,207537094.11953568
3199,284171230.2737298
3200,15062879.909609055
3201,79439.29590779585
3202,3151694.1415371257
3203,1545978.576580193
3204,2929505.57069031
3205,116142.72102537473
3206,21811710.33541306
3207,13327488.69250039
3208,1573712.0250167544
3209,4234414.585036035
3210,695016693.9842981
3211,1565452.5082099428
3212,41463375.11392896
3213,44316571.41312056
3214,3468276.321361559
3215,2837309.996518505
3216,5461818.032210844
3217,517393502.6569081
3218,1783577.0152610852
3219,90067.1454730947
3220,73426434.53334945
3221,6214483.064096414
3222,10243.092188126304
3223,29238608.492777295
3224,122258.00476290127
3225,2594132.4176865444
3226,1174267.1343468635
3227,63900415.55152849
3228,245399944.8421511
3229,97889963.33152086
3230,27247131.46425516
3231,25830667.384379487
3232,18546785.08019597
3233,6710561.327374208
3234,1758590.6746395137
3235,1023884.3990181717
3236,385868.59261174087
3237,14215659.759347914
3238,3415575.169324044
3239,42774.302056834225
3240,518106108.1746137
3241,1944740.382766281
3242,4524696.02257572
3243,8309044.62934727
3244,6419646.322738361
3245,809224.5507152829
3246,22248711.200689144
3247,25626425.299553886
3248,58727242.03141897
3249,53511981.69587786
3250,442717948.3399065
3251,266518.9722070156
3252,19123941.522436716
3253,47060494.78927097
3254,196409.53611723718
3255,41168.5561802601
3256,21215000.378178388
3257,6996296.893529138
3258,14395858.615499187
3259,47585626.70659492
3260,1909146.884545757
3261,923392590.6697481
3262,46923717.48306864
3263,488759.7368210398
3264,208577.1910935582
3265,21542.328453817034
3266,286513.7580461545
3267,6134823.686367864
3268,56979.61650740272
3269,45019554.43265616
3270,29421768.054172
3271,1527394.0048869012
3272,8543571.474607665
3273,1804651.7637064299
3274,490026923.26929396
3275,15037305.946218453
3276,170262.93757032414
3277,14698689.786213297
3278,24239421.447499566
3279,3180201.389504698
3280,272954325.1269725
3281,632078.35665384
3282,6650845.474720188
3283,563425989.6143999
3284,68938657.02844782
3285,48619712.97317006
3286,150277.25578759093
3287,4760054.425187918
3288,12122743.780447569
3289,28916593.03976243
3290,58484121.68504776
3291,11992497.498447198
3292,418404240.20704335
3293,37908807.091051385
3294,4640200.679779213
3295,17617081.255989913
3296,86511.88030064024
3297,4387625.06275677
3298,51695504.38905913
3299,5239981.805799392
3300,18499417.851552658
3301,194525.67692188002
3302,1893497.749041522
3303,1383936.2512173173
3304,8454931.876451254
3305,101173391.1145638
3306,545337.1302508317
3307,17988812.330408204
3308,17903595.573140346
3309,351470.89585489413
3310,893896.0640729571
3311,3028874.078813538
3312,618226.2572257628
3313,37389376.99946209
3314,16183261.869952692
3315,54994601.945767045
3316,6037992.799932037
3317,4899173.108948089
3318,104574.46000914474
3319,6573450.713361417
3320,10065883.58006501
3321,5771311.799185927
3322,9016728.830114106
3323,103678653.99906647
3324,14798104.523824763
3325,84654118.88707311
3326,164623129.114143
3327,72398089.87201323
3328,17280872.90635835
3329,2800072.1022876794
3330,97261810.90604138
3331,158000.396258536
3332,33758590.45905804
3333,221450307.74283636
3334,1771697.0735148592
3335,42532514.04375291
3336,9201114.500324018
3337,33125.00353364187
3338,9206309.777345017
3339,690022.2539280865
3340,73576523.63125102
3341,11613604.376955327
3342,33914172.62678454
3343,50883727.17903117
3344,932638.6593289828
3345,2020726.9940426429
3346,42425093.18264052
3347,311452.7024775256
3348,35812363.14413313
3349,19111566.949716635
3350,325951851.01671743
3351,12915208.383806735
3352,2016736.190463242
3353,42963822.13173661
3354,1924239.0721907632
3355,2820393.48214436
3356,14891517.520029806
3357,481514.58469506126
3358,16991964.217013378
3359,35513330.2746768
3360,8880701.888322722
3361,78756812.92499928
3362,4266960.475906317
3363,1161646.801705706
3364,15592667.604499098
3365,395509.49518818106
3366,123230232.33468163
3367,73161907.17220668
3368,6810944.090964298
3369,34674549.55512613
3370,52822249.82721336
3371,18592027.45944916
