id,revenue
3001,4482908.6650627665
3002,994566.6410762599
3003,4563548.656381969
3004,1822743.1211848578
3005,677042.4647016778
3006,2200350.371427824
3007,3301793.9012582577
3008,45644334.51406397
3009,28272923.193431925
3010,349326627.77404857
3011,269660.90874433087
3012,179339.916470445
3013,36735383.30721828
3014,261664.71524536912
3015,33827321.112226754
3016,70702.14572367727
3017,157835515.91884613
3018,134812037.3527807
3019,15995445.09500996
3020,489697983.0832868
3021,45832053.8699625
3022,61200960.616092116
3023,250946.22328561512
3024,18371250.1264466
3025,442746.54021933593
3026,79867608.51542689
3027,2893417.4611595683
3028,62464331.60662448
3029,483561.13444393675
3030,30445541.03551946
3031,2720114.4998656535
3032,4862414.34900873
3033,9769.628730618024
3034,155112.68625646184
3035,342130.92333411914
3036,5907433.983507834
3037,76046432.00977248
3038,11321661.621990088
3039,10487102.225126393
3040,549276.106019735
3041,12471438.540255079
3042,1353658.81195052
3043,8934130.871550515
3044,2679365.736067786
3045,697306215.9670094
3046,186492.87114467914
3047,3018659.5873580175
3048,18052968.284880962
3049,17745789.658062067
3050,56841602.45620106
3051,11265.045989659033
3052,16628853.866247805
3053,38452.770206376386
3054,555474.4919911429
3055,67709711.12904644
3056,63058.8156501514
3057,56719118.809787266
3058,224299303.4525213
3059,178533.89810669006
3060,79589956.91137452
3061,58665159.308461025
3062,2246853.083413521
3063,21617186.214956395
3064,61145159.63346153
3065,39634781.97304085
3066,112273914.67181337
3067,793956.0914025153
3068,85250930.67593466
3069,152494290.07964006
3070,1122525.7020348923
3071,2499871.0795289245
3072,427033335.37078696
3073,1147622.4349592342
3074,232119.05629881413
3075,23362125.41427961
3076,239059542.53504193
3077,4789335.923356832
3078,144714018.41837588
3079,43120024.804132864
3080,172091911.683753
3081,10243297.737050852
3082,9525051.158313254
3083,5267594.367725093
3084,2388.1406298333736
3085,24087707.67458257
3086,81005287.94071643
3087,111065.86413623985
3088,276933.9270803317
3089,14270.649578853941
3090,41052272.40078177
3091,23161907.33556414
3092,3044733.673797478
3093,136268810.77746493
3094,79257680.17541835
3095,46582440.945181355
3096,2019958.8359533965
3097,820705229.5569584
3098,23651915.7330312
3099,53637054.608665735
3100,1680845.5739306435
3101,8788790.491808245
3102,682411.4269135448
3103,2013874.6078902145
3104,580208.7934233785
3105,100756033.85963872
3106,53680968.17489561
3107,38437082.61364403
3108,8215446.6216571815
3109,8998562.770621184
3110,275745208.46847165
3111,2945575.4963771403
3112,328595.1094602651
3113,4773089.938246518
3114,15074067.244466297
3115,18853092.879634917
3116,7837869.684608644
3117,113645.35173697377
3118,689059.6656518182
3119,162734031.57425788
3120,51794856.99080381
3121,297704.9493008272
3122,4086181.7682532985
3123,5055937.703062611
3124,595066.6297667744
3125,24190.77572810166
3126,46057734.98414527
3127,7232844.2461807765
3128,31687761.11466211
3129,285042416.9925964
3130,10281147.170833312
3131,1074581.4377758575
3132,6158936.677580314
3133,921208.7802537679
3134,12237298.22828184
3135,968703.4141339599
3136,4361126.477122716
3137,117340120.81571214
3138,715711.140470096
3139,30848550.649396375
3140,77444692.38415535
3141,13244006.906523362
3142,41686.11973977812
3143,118983144.77584234
3144,11034751.58579703
3145,4172639.5258527743
3146,665694.3903401665
3147,21938357.582170002
3148,663965.1580097029
3149,67241998.97542177
3150,113363540.73188385
3151,3620092.4894858855
3152,10351101.618649108
3153,1103648.1974799559
3154,5361859.815712301
3155,18805024.06550653
3156,6284652.195373316
3157,14630605.416013978
3158,176127575.0708164
3159,4346459.686799989
3160,15663036.080932125
3161,480021.35275131295
3162,751838.8130373973
3163,95903227.32931301
3164,1497100.5540973519
3165,122670.82501588976
3166,793706.9725720556
3167,79756047.3030116
3168,490384.9624665048
3169,13017444.771356609
3170,5979863.599678462
3171,12769477.588794248
3172,19946051.92136604
3173,475565.00038972305
3174,317520.14858009596
3175,3051205.0547937653
3176,16004694.689083656
3177,106851645.87023704
3178,708012.3050148088
3179,5656663.5128271375
3180,1958671.724394643
3181,263638.99872729316
3182,213482128.10843173
3183,24080356.393889207
3184,45252955.143586285
3185,74583062.6173799
3186,81221131.14573531
3187,1193992.302135968
3188,12869866.024290912
3189,61199544.77375349
3190,24542594.478496306
3191,5865593.2359429225
3192,534526.5178423248
3193,362974355.32924473
3194,35688718.10471692
3195,95454.57112432676
3196,1397754.910223849
3197,4595209.168666478
3198,202045401.46088195
3199,258040722.8924224
3200,13971355.156981448
3201,412378.4312587907
3202,2740319.1920951107
3203,838731.7555104843
3204,1339861.9060556216
3205,278874.92056474154
3206,19193793.336540412
3207,17188483.090199552
3208,2483510.0859099505
3209,4046053.0141149685
